287,"arufäres","VERB",
288,"arvèdder","VERB",
289,"arvèddres","INTJ",
290,"arvén’na","NOUN",
291,"arvénder","VERB",
292,"arvèrs","NOUN",
293,"arversär","VERB",
294,"arvgnir","VERB",
295,"arvinär","VERB",
296,"arvir","VERB",
297,"arvista","NOUN",
298,"arvojär","VERB",
299,"arvoltäros","VERB",
300,"arzintéla","NOUN",
301,"arzintlón","NOUN","Grossa"
302,"as","PRON",
303,"às","NOUN",
304,"asa","NOUN",
305,"asag’","NOUN",
306,"asasén","NOUN",
307,"ascôz (’d)","ADJ","Nella locuzione ""di nascosto"""
308,"asè","ADV",
309,"asicurär","VERB",
310,"àsid","ADJ",
311,"asidént","NOUN",
312,"asimiär","VERB",
313,"asopír","VERB",
314,"asortír","VERB",
315,"asosiär","VERB",
316,"aspét","NOUN",
317,"aspréla","NOUN","Prataiolo"
318,"asptär","VERB",
319,"astgníres","VERB",
320,"asti","NOUN",
321,"astròlegh","NOUN",
322,"at","NOUN",
323,"atacär","VERB",
324,"atach","NOUN",
325,"aténti","NOUN","Esclamazione"
326,"ätertant","ADV",
327,"atéza","NOUN",
328,"atôr","NOUN",
329,"ätor","DET",
330,"atorna","ADV",
331,"atrupärs","VERB",
332,"aùff","NOUN","Nella locuzione ""a sbafo"""
333,"av","PRON",
334,"avanót","NOUN",
335,"avans","NOUN","In genere"
336,"avèddres","VERB",
337,"avér","VERB",
338,"avèrt","ADJ",
339,"avèrta","ADJ",
340,"avèrta","NOUN",
341,"avertir","VERB",
342,"avgnir","NOUN",
343,"avgurär","VERB",
344,"avgùrri","NOUN",
345,"aviäres","VERB",
346,"avilimént","NOUN",
347,"avilires","VERB",
348,"avintôr","NOUN",
349,"aviz","NOUN",
350,"avizär","VERB",
351,"avocät","NOUN",
352,"azaquärs","VERB",
353,"azèi","NOUN",
354,"azerb","ADJ",
355,"aznäda","NOUN",
356,"äzon","NOUN",
357,"azúr","NOUN",
358,"azvén","ADJ",
359,"azvinär","VERB",
360,"azvinäres","VERB",
361,"babión","ADJ",
362,"babuén","NOUN",
363,"bacajär","VERB",
364,"bacajón","ADJ",
365,"bacàn","NOUN",
366,"bacanäri","NOUN",
367,"bachètta","NOUN",
368,"baciarél","NOUN",
369,"baciòch","NOUN",
370,"baciurél","NOUN",
371,"bactäda","NOUN",
372,"badàc","NOUN",
373,"badaciär","VERB",
374,"badär","VERB",
375,"badil","NOUN",
376,"badiläda","NOUN","Di badile"
377,"badzär","VERB",
378,"bafi","NOUN",
379,"bagàj","NOUN",
380,"bagarón","NOUN","Voce gergale"
381,"bagatéla","NOUN",
382,"bagatén","NOUN","Di nessun valore"
383,"bàggola","NOUN",
384,"bagiàn","NOUN",
385,"bagiàn","ADJ",
386,"bagianäda","NOUN","Grossa"
387,"bàgna","NOUN","La parte umida"
388,"bagnär","VERB",
389,"bagolón","NOUN",
390,"bagón","NOUN","Voce gergale"
391,"bagórdi","NOUN",
392,"bajär","VERB",
393,"bajón","NOUN","Della Cattedrale di Parma"
394,"bajonètta","NOUN",
395,"bàl","NOUN",
396,"bàla","NOUN",
397,"baläda","NOUN",
398,"baladôr","NOUN",
399,"balànsa","NOUN",
400,"balansón","NOUN","Grossa per pescare"
401,"balär","VERB",
402,"balarén","NOUN",
403,"balarén’na","NOUN",
404,"baldachén","NOUN",
405,"baldràca","NOUN",
406,"balén","NOUN",
407,"balén’na","NOUN",
408,"baléng","NOUN",
409,"baléng","ADJ",
410,"balér","NOUN",
411,"bàler","NOUN","Cotta"
412,"balètt","NOUN","Piccolo"
413,"balista","NOUN",
414,"balón","NOUN",
415,"balórd","ADJ",
416,"balordizia","NOUN",
417,"balordón","NOUN",
418,"balós","NOUN",
419,"balóta","NOUN","Piccola"
420,"balotäda","NOUN","Di neve"
421,"balotär","VERB",
422,"balsàn","ADJ",
423,"baltär","VERB",
424,"baltén","NOUN",
425,"balúcch","NOUN","Nella locuzione ""in abbondanza"""
426,"bambäz","NOUN",
427,"bambazón","ADJ","Grosso"
428,"bambén","NOUN",
429,"bambòc’","NOUN",
430,"bambociäda","NOUN","Infantile"
431,"bambosäda","NOUN",
432,"banastra","NOUN","Grosso"
433,"banch","NOUN","In genere"
434,"banché’na","NOUN",
435,"banchér","NOUN",
436,"banchètt","NOUN","Del mercato"
437,"bandéra","NOUN",
438,"bandí","NOUN",
439,"bandiôl","NOUN",
440,"bandír","VERB",
441,"bandirôla","NOUN",
442,"bandón","NOUN",
443,"bandonär","VERB",
444,"bara","NOUN",
445,"baraca","NOUN",
446,"baracäda","NOUN",
447,"barachér","ADJ",
448,"baracón","NOUN","Grossa"
449,"baracón","ADJ",
450,"baradôr","NOUN",
451,"baraonda","NOUN",
452,"baràt","NOUN",
453,"baratär","VERB",
454,"bärba","NOUN",
455,"barbajäda","NOUN","Confuso"
456,"barbajär","VERB",
457,"barbajòch","NOUN",
458,"barbatlär","VERB",
459,"barbatlón","NOUN",
460,"barbér","NOUN",
461,"barbíz","NOUN",
462,"barbizäda","NOUN",
463,"barbój","NOUN","Prolungato"
464,"barbojär","VERB",
465,"barbón","NOUN","accrescitivo"
466,"barbotläda","NOUN",
467,"barbotlär","VERB",
468,"barbotlón","ADJ",
469,"bärca","NOUN",
470,"barchèssa","NOUN",
471,"barciolén","NOUN",
472,"bardär","VERB",
473,"bardasäda","NOUN",
474,"bardatura","NOUN",
475,"bardlècca","NOUN",
476,"bardlegär","VERB",
477,"bardugäda","NOUN",
478,"bardugär","VERB",
479,"baréla","NOUN",
480,"bargnòcla","NOUN",
481,"bargnoclón","ADJ",
482,"bargnoclóz","ADJ",
483,"baríl","NOUN",
484,"barilètt","NOUN",
485,"barìtton","NOUN",
486,"barlìcch","NOUN",
487,"barlùmm","NOUN",
488,"barlúz","ADJ",
489,"barluzír","VERB",
490,"Barnärda","PROPN",
491,"barnèsch","ADJ",
492,"barnòcol","NOUN",
493,"barocäda","NOUN","Di cattivo gusto"
494,"bàrol","NOUN",
495,"baronäda","NOUN","Voce antiquata"
496,"barsàj","NOUN",
497,"barùffa","NOUN",
498,"barzlètta","NOUN",
499,"bas","ADJ",
500,"basèssa","NOUN",
501,"basigär","VERB",
502,"basíl","NOUN",
503,"basòt","NOUN",
504,"bast","NOUN",
505,"bastant","ADJ",
506,"bastär","VERB",
507,"bastärd","ADJ",
508,"bastardàs","ADJ",
509,"bastardén","ADJ",
510,"bastardón","ADJ",
511,"bastimént","NOUN",
512,"bastón","NOUN",
513,"bastonädi","NOUN",
514,"bastonadôr","NOUN",
515,"bastonär","VERB",
516,"bata e ribata","NOUN",
517,"batàlia","NOUN",
518,"bataría","NOUN",
519,"batcôr","NOUN",
520,"batcòvva","NOUN",
521,"batdôr","NOUN",
522,"batént","NOUN",
523,"batézim","NOUN",
524,"baticòpp","NOUN",
525,"bàtor","VERB",
526,"batosta","NOUN",
527,"batúda","NOUN",
528,"bau","NOUN",
529,"bàu","NOUN","Priva di valore"
530,"bäva","NOUN",
531,"bavaréza","NOUN",
532,"bavarôl","NOUN","Piccola"
533,"bavôz","ADJ",
534,"bavra","NOUN",
535,"bavrolén","NOUN",
536,"bäz","NOUN",
537,"baza","NOUN",
538,"bazalìcch","NOUN",
539,"bazamàn","NOUN",
540,"bazär","VERB",
541,"bazäros","VERB",
542,"bazén","NOUN",
543,"bäzla","NOUN","Molto pronunciato"
544,"bazlètta","NOUN",
545,"bazlón","NOUN",
546,"bazlót","NOUN",
547,"bäzmel","VERB",
548,"bazucrär","VERB",
549,"bcäda","NOUN",
550,"bcadén’na","NOUN",
551,"bcär","NOUN",
552,"bcaría","NOUN",
553,"bcäros","VERB",
554,"bcón","NOUN",
555,"bconsén","NOUN",
556,"beàt","ADJ",
557,"becamòrt","NOUN",
558,"becär","VERB",
559,"becasa","NOUN",
560,"becasén","NOUN",
561,"bècch","NOUN",
562,"béda","NOUN",
563,"bégh","NOUN",
564,"béj","ADJ",
565,"bél","ADJ",
566,"béla","NOUN",
567,"bélj","ADJ",
568,"belle","ADJ",
569,"bén","ADV",
570,"bendír","VERB",
571,"benedisión","NOUN",
572,"benefissi","NOUN",
573,"benfàt","ADJ",
574,"beniamén","ADJ",
575,"benintéz","ADV",
576,"bènnla","NOUN",
577,"bensarví","NOUN",
578,"bentgnú","ADJ","Nella locuzione ""ben conservato"""
579,"benvíst","ADJ",
580,"benvolontéra","ADV","Nella locuzione ""ben volentieri"""
581,"benvrér","VERB",
582,"bergamén","NOUN",
583,"bergnìff","ADJ",
584,"bergnôl","NOUN",
585,"berlén’na","NOUN",
586,"berlìff","ADJ",
587,"berlóca","NOUN","Voce antiquata"
588,"berlocär","VERB","In cucina"
589,"béro","ADJ","Voce antiquata"
590,"bersaliér","NOUN",
591,"bersò","NOUN",
592,"Berta","NOUN",
593,"bertòch","NOUN",
594,"bertura","NOUN","Di neonato"
595,"bescàsa","NOUN",
596,"bescòt","NOUN",
597,"bèssi","NOUN",
598,"bestiäl","ADJ",
599,"bestirär","VERB",
600,"bestolir","VERB",
601,"betónnica","NOUN","Erba"
602,"bèttla","NOUN",
603,"bevdôr","NOUN",
604,"bévor","VERB",
605,"bevradóra","NOUN",
606,"bevrón","NOUN",
607,"bezgàn","NOUN","Varietà di uva"
608,"beziär","VERB","Specifico delle api"
609,"bgära","NOUN","Specifico per i bachi"
610,"bghír","VERB",
611,"biàca","NOUN",
612,"biancaría","NOUN",
613,"bianch","ADJ",
614,"bianchén","NOUN",
615,"biancúz","ADJ",
616,"biasadôr","NOUN",
617,"biasär","VERB",
618,"biastumär","VERB",
619,"biastùmma","NOUN",
620,"biastumón","NOUN","Grosso"
621,"biasugär","VERB",
622,"biasugón","ADJ",
623,"biäva","NOUN",
624,"Bibiana","PROPN","Santa del 2 dicembre"
625,"bic’radôr","NOUN",
626,"bic’ren","NOUN",
627,"bicér","NOUN",
628,"bicóca","NOUN",
629,"bida","NOUN","Bovino"
630,"bidón","NOUN",
631,"bigàt","NOUN",
632,"bigatär","NOUN","Di vermi"
633,"bìggoj","NOUN","Tipo di pasta, cannoncino"
634,"bìggol","NOUN","Maschile"
635,"bighén","NOUN",
636,"bigliètt","NOUN",
637,"bigolén","NOUN",
638,"bigolón","NOUN",
639,"bigonc’","NOUN","Per il bucato"
640,"bigót","ADJ",
641,"bila","NOUN",
642,"bilén","NOUN",
643,"bilôz","ADJ",
644,"bimbén’na","NOUN",
645,"bindär","VERB",
646,"bindél","NOUN","Elettrica"
647,"bio-bio","NOUN",
648,"biólca","NOUN",
649,"biolcàtich","NOUN","Quantità di biolche"
650,"bióls","NOUN",
651,"biónd","ADJ",
652,"biondén’na","NOUN",
653,"biondùss","ADJ",
654,"biós","ADJ",
655,"birba","NOUN",
656,"birbón","NOUN",
657,"birbonäda","NOUN",
658,"birbonsél","NOUN",
659,"birichén","NOUN",
660,"birichinäda","NOUN",
661,"birócc’","NOUN",
662,"bisàca","NOUN",
663,"bisóla","NOUN",
664,"bisón","NOUN",
665,"bìssa","NOUN",
666,"bitùmm","NOUN",
667,"bivàch","NOUN",
668,"bìvvi","NOUN",
669,"biz","NOUN",
670,"bizàr","ADJ",
671,"bizbèttich","ADJ",
672,"bizbìlli","NOUN",
673,"bizlàch","ADJ",
674,"bizlóngh","ADJ",
675,"biznón","NOUN",
676,"biznóna","NOUN",
677,"bizògn","NOUN",
678,"bizognär","VERB","Dovere"
679,"bizognèvvol","ADJ",
680,"bizol","NOUN",
681,"bizón","NOUN",
682,"bizotaría","NOUN",
683,"bizù","NOUN",
684,"blèddog","NOUN",
685,"bledgär","VERB",
686,"blén","ADJ",
687,"blèssa","NOUN",
688,"blètt","NOUN",
689,"blìcter","PRON","O quasi, voce gergale"
690,"blìzga","NOUN",
691,"blizgäda","NOUN",
692,"blizgär","VERB",
693,"blizgón","NOUN",
694,"blò","NOUN",
695,"blocär","VERB",
696,"bloch","NOUN",
697,"blót","ADJ",
698,"bluza","NOUN",
699,"bluzén","NOUN",
700,"bnasa","NOUN",
701,"bnén","ADV",
702,"bnón","ADV",
703,"bò","NOUN",
704,"boär","NOUN",
705,"boàssa","NOUN",
706,"bocäda","NOUN",
707,"bocäl","NOUN",
708,"bocalón","ADJ","Grosso"
709,"bocär","VERB",
710,"bocàsa","NOUN",
711,"bocät","ADJ",
712,"bòcca","NOUN",
713,"bocciatore)","NOUN","Di bocce"
714,"bocén","NOUN",
715,"bochén","NOUN",
716,"bochètta","NOUN","Stradale"
717,"bòcia","NOUN",
718,"bociäda","NOUN","Dello sport delle bocce"
719,"bociadôr","NOUN",
720,"bociär","VERB",
721,"boción","NOUN",
722,"boción’na","NOUN","Obesa"
723,"boclén","NOUN",
724,"bodén","NOUN",
725,"bodénfi","ADJ",
726,"bodgär","NOUN",
727,"bòdri","NOUN","Molto profonde"
728,"bodríga","NOUN",
729,"bodrigón","NOUN",
730,"bofär","VERB",
731,"bofètt","NOUN","Piccolo"
732,"bòff","NOUN",
733,"bofón","NOUN","Vigoroso"
734,"bòfta","NOUN","Di tabacco"
735,"boftén","NOUN",
736,"bognón","NOUN",
737,"bognonsètt","NOUN","Piccolo"
738,"bogol","NOUN",
739,"bòj","NOUN",
740,"bòja","NOUN",
741,"bojàca","NOUN",
742,"bojäda","NOUN",
743,"bojdúra","NOUN",
744,"bojént","ADJ",
745,"bojètt","NOUN","Rapido"
746,"bòjjor","VERB",
747,"bojol","NOUN",
748,"bojùda","NOUN",
749,"bolär","VERB",
750,"boletäri","NOUN",
751,"boletén","NOUN",
752,"bolètta","NOUN",
753,"bòll","NOUN",
754,"bòlla","NOUN",
755,"bóls","ADJ",
756,"bombä","ADJ",
757,"bòmba","NOUN",
758,"bombardär","VERB",
759,"bombén","DET",
760,"bombén","ADV",
761,"bombón","NOUN",
762,"bón","ADJ",
763,"bón’na","ADJ",
764,"bonamàn","NOUN",
765,"bonànma","NOUN",
766,"bondànsa","NOUN",
767,"bondànt","ADJ",
768,"bondióla","NOUN",
769,"bongust","NOUN",
770,"bonièrbi","NOUN",
771,"bonòmm","NOUN","Buon"
772,"bonóra","NOUN","Nella locuzione ""di buon ora"""
773,"bonôra","ADJ",
774,"bontä","NOUN",
775,"bonusída","NOUN",
776,"bonvivàn","NOUN",
777,"boracia","NOUN",
778,"boràs","NOUN",
779,"borasca","NOUN",
780,"borascôz","ADJ",
781,"borcàj","NOUN",
782,"borchètta","NOUN",
783,"bórda","NOUN","Di basso livello"
784,"bordär","VERB",
785,"bordél","NOUN",
786,"bordura","NOUN",
787,"borgäda","NOUN",
788,"borghètt","NOUN",
789,"borìcc","NOUN",
790,"boridón","NOUN",
791,"borir","VERB",
792,"bornìza","NOUN","Calda"
793,"bórogh","NOUN",
794,"bòrr","NOUN",
795,"bòrrer","VERB",
796,"borsarôl","NOUN",
797,"borslén","NOUN",
798,"borsón","ADJ",
799,"borsôz","NOUN",
800,"bortír","VERB",
801,"boscàja","NOUN",
802,"boscarôl","NOUN",
803,"bòsch","NOUN",
804,"boschètt","NOUN",
805,"bosètt","NOUN",
806,"bosilàn","NOUN",
807,"bòt","NOUN",
808,"bóta","NOUN",
809,"botéga","NOUN",
810,"botén","NOUN",
811,"botghén","NOUN",
812,"botiglia","NOUN",
813,"botiglión","NOUN",
814,"bótla","NOUN",
815,"botlôz","ADJ",
816,"bòtol","NOUN",
817,"botón","NOUN",
818,"botonä","ADJ",
819,"bòtta","NOUN",
820,"bottiglione","NOUN",
821,"bottone","NOUN",
822,"bovén","NOUN",
823,"bóz","ADJ",
824,"bozía","NOUN",
825,"boziädor","NOUN",
826,"boziardón","NOUN",
827,"bòzma","NOUN",
828,"bozmarôla","NOUN",
829,"bozòtt","NOUN","Di rami"
830,"bräga","NOUN",
831,"bräghén","NOUN",
832,"bräghér","ADJ",
833,"bräghètti","NOUN",
834,"braghiräda","NOUN",
835,"braghirär","VERB",
836,"brama","NOUN",
837,"bramär","VERB",
838,"bramôz","ADJ",
839,"brancäda","NOUN",
840,"brancadéla","NOUN",
841,"brancadén’na","NOUN","Piccola"
842,"brancär","VERB",
843,"brangognamént","NOUN",
844,"brangognär","VERB",
845,"brangognón","ADJ",
846,"bràs","NOUN",
847,"brasäda","NOUN",
848,"brasäl","NOUN",
849,"brasalètt","NOUN",
850,"brasànt","NOUN",
851,"brasär","VERB",
852,"brasètt","NOUN",
853,"bräv","ADJ",
854,"braväda","NOUN",
855,"bravär","VERB",
856,"bravura","NOUN",
857,"bräz","NOUN",
858,"brazôla","NOUN",
859,"brén’na","NOUN",
860,"brèsca","NOUN","Delle api"
861,"brètta","NOUN",
862,"brevimàn","ADV",
863,"brìcch","NOUN",
864,"brichètt","NOUN",
865,"bricón","NOUN",
866,"briconäda","NOUN",
867,"briconsél","NOUN",
868,"briga","NOUN",
869,"brigäda","NOUN",
870,"brigadér","NOUN",
871,"brigànt","NOUN",
872,"brigär","VERB",
873,"brighéla","PROPN","La maschera"
874,"brigòz","ADJ",
875,"brija","NOUN",
876,"brilär","VERB",
877,"brìll","ADJ",
878,"brinäda","NOUN",
879,"brinär","VERB",
880,"brìscola","NOUN",
881,"briscolär","VERB",
882,"briscolón","NOUN",
883,"briza","NOUN",
884,"brizén","ADV",
885,"brizinén","NOUN",
886,"bròca","NOUN",
887,"brocàm","NOUN",
888,"brocär","VERB",
889,"brocät","NOUN",
890,"bròch","NOUN",
891,"brochètta","NOUN",
892,"bròcol","NOUN",
893,"bròd","NOUN",
894,"bròda","NOUN","In senso spregiativo"
895,"brodàja","NOUN",
896,"brodén","NOUN",
897,"brodôz","ADJ",
898,"brón","ADJ",
899,"brontlamént","NOUN",
900,"brontlär","VERB",
901,"brontlón","ADJ",
902,"brónz","NOUN",
903,"brónza","NOUN",
904,"bronzén","NOUN",
905,"bronzén’na","NOUN",
906,"bronzón","NOUN",
907,"brovär","VERB",
908,"broväres","VERB",
909,"brùffla","NOUN",
910,"bruflén","NOUN",
911,"brùggna","NOUN",
912,"brugnära","NOUN",
913,"brùmmol","NOUN","Specifico degli animali"
914,"brus’cén","NOUN",
915,"brus’cia","NOUN",
916,"brusch","ADJ",
917,"brùtt","ADJ",
918,"bruzadúra","NOUN",
919,"bruzapajón","NOUN",
920,"bruzär","VERB",
921,"bruzôr","NOUN",
922,"bruzorètt","NOUN",
923,"bùbbla","NOUN",
924,"bubón","NOUN",
925,"buclôz","ADJ",
926,"budél","NOUN",
927,"budello","NOUN",
928,"budlón","NOUN",
929,"buevia","NOUN","Voce antiquata"
930,"bufè","NOUN",
931,"bùff","ADJ",
932,"bufón","NOUN",
933,"bufonäda","NOUN",
934,"bufonsél","ADJ",
935,"bugäda","NOUN",
936,"bùggni","NOUN",
937,"bùjja","NOUN",
938,"buläda","NOUN",
939,"bùlla","NOUN",
940,"bùllo","NOUN",
941,"burasca","NOUN",
942,"burascôz","ADJ",
943,"buratén","NOUN",
944,"buratinäda","NOUN",
945,"buratinär","NOUN",
946,"bùrber","ADJ",
947,"burla","NOUN",
948,"burlär","VERB",
949,"burlón","NOUN",
950,"bùsca","NOUN",
951,"buscär","VERB",
952,"busón","NOUN",
953,"bùssla","NOUN",
954,"bùsslot","NOUN",
955,"bùssol","NOUN",
956,"bust","NOUN",
957,"bustia","NOUN",
958,"butäda","NOUN","Di qualcosa"
959,"butär","VERB",
960,"butäres","VERB",
961,"butér","NOUN",
962,"bùtt","NOUN",
963,"buz","NOUN",
964,"buza","NOUN",
965,"buzaräda","NOUN",
966,"buzéca","NOUN",
967,"buzéla","NOUN",
